user_id,song_id,rating,,
6,61,8.73,,
6,62,1.77,,
6,63,4.57,,
6,64,3.48,,
6,65,1.31,,
6,66,2.02,,
6,67,8.55,,
6,68,1.57,,
6,69,5.91,,
6,70,5.94,,
6,71,1.22,,
6,72,6.46,,
6,73,5.58,,
6,74,5.54,,
6,75,7.82,,
6,76,3.28,,
6,77,8.53,,
6,78,5.4,,
6,79,9.3,,
6,80,3.36,,
6,81,5.7,,
6,82,4.3,,
6,83,3.88,,
6,84,7.53,,
6,85,8.75,,
6,86,9.8,,
6,87,8.01,,
6,88,5.78,,
6,89,8.75,,
6,90,5.92,,
6,91,2.4,,
6,92,3.85,,
6,93,3.32,,
6,94,4.4,,
6,95,9.97,,
6,96,4.05,,
6,97,9.77,,
7,1,3.04,,
7,2,6.16,,
7,3,3.29,,
7,4,5.98,,
7,5,2.62,,
7,6,7.57,,
7,7,8.68,,
7,8,1.79,,
7,9,8.57,,
7,10,5.2,,
7,11,9.26,,
7,12,4.95,,
7,13,1.79,,
7,14,5.33,,
7,15,5.37,,
7,16,1.67,,
7,17,7.45,,
7,18,9.44,,
7,19,9.79,,
7,20,7.33,,
7,21,8.52,,
7,22,6.43,,
7,23,8.5,,
7,24,9.76,,
7,25,9.69,,
7,26,1.73,,
7,27,6.01,,
7,28,9.04,,
7,29,4.48,,
7,30,3.8,,
7,31,3.51,,
7,32,4.08,,
7,33,5.4,,
7,34,7.11,,
7,35,3.62,,
7,36,9.47,,
7,37,5.36,,
7,38,1.38,,
7,39,3.56,,
7,40,8.4,,
7,41,2.11,,
7,42,7.79,,
7,43,4.66,,
7,44,4.12,,
7,45,7.64,,
7,46,3.4,,
7,47,6.5,,
7,48,6.45,,
7,49,3.4,,
7,50,3.05,,
7,51,2.9,,
7,52,6.82,,
7,53,7.08,,
7,54,1.88,,
7,55,9.78,,
7,56,7.18,,
7,57,5.91,,
7,58,2.17,,
7,59,6.44,,
7,60,3.26,,
7,61,5.28,,
7,62,3.68,,
7,63,9.08,,
7,64,1.81,,
7,65,3.95,,
7,66,1.98,,
7,67,5.64,,
7,68,9.14,,
7,69,3.61,,
7,70,5.76,,
7,71,7.74,,
7,72,5.08,,
7,73,2.57,,
7,74,2.78,,
7,75,4.34,,
7,76,3.79,,
7,77,4.49,,
7,78,9.41,,
7,79,3.15,,
7,80,6.83,,
7,81,5.63,,
7,82,1.53,,
7,83,9.88,,
7,84,7.46,,
7,85,5.63,,
7,86,4.84,,
7,87,8.8,,
7,88,3.98,,
7,89,2.2,,
7,90,2.76,,
7,91,5.51,,
7,92,5.46,,
7,93,2.9,,
7,94,3.18,,
7,95,1.61,,
7,96,6.47,,
7,97,3.55,,
8,1,8.51,,
8,2,3.24,,
8,3,9.72,,
8,4,9.81,,
8,5,6.84,,
8,6,1.7,,
8,7,2.76,,
8,8,5.31,,
8,9,5.13,,
8,10,7.09,,
8,11,1.73,,
8,12,5.81,,
8,13,8.78,,
8,14,7.86,,
8,15,7.85,,
8,16,3.67,,
8,17,3,,
8,18,7.36,,
8,19,6.72,,
8,20,5.96,,
8,21,6.17,,
8,22,9.16,,
8,23,4,,
8,24,7.72,,
8,25,7.31,,
8,26,2.36,,
8,27,2.56,,
8,28,6.52,,
8,29,6.51,,
8,30,7.64,,
8,31,9.71,,
8,32,1.31,,
8,33,7.52,,
8,34,1.74,,
8,35,7.87,,
8,36,3.68,,
8,37,7.05,,
8,38,6.99,,
8,39,1.42,,
8,40,7.94,,
8,41,3.16,,
8,42,3.37,,
8,43,3.21,,
8,44,6.36,,
8,45,2.24,,
8,46,5.57,,
8,47,9.11,,
8,48,9.61,,
8,49,5.03,,
8,50,1.38,,
8,51,7.26,,
8,52,1.89,,
8,53,4.48,,
8,54,7.23,,
8,55,6.84,,
8,56,3.7,,
8,57,7.03,,
8,58,3.78,,
8,59,2.63,,
8,60,6.91,,
8,61,2.43,,
8,62,2.9,,
8,63,4.73,,
8,64,7.2,,
8,65,7.12,,
8,66,4.88,,
8,67,1.42,,
8,68,4.84,,
8,69,8.57,,
8,70,3.71,,
8,71,4.04,,
8,72,8.96,,
8,73,5.21,,
8,74,3.32,,
8,75,3.82,,
8,76,5.86,,
8,77,7.88,,
8,78,2.16,,
8,79,1.35,,
8,80,7.73,,
8,81,6.91,,
8,82,6.41,,
8,83,9.42,,
8,84,8.03,,
8,85,8.72,,
8,86,9.74,,
8,87,4.96,,
8,88,6.1,,
8,89,1.44,,
8,90,8.32,,
8,91,9.78,,
8,92,1.17,,
8,93,3.44,,
8,94,6.89,,
8,95,1.99,,
8,96,3.76,,
8,97,1.19,,
9,1,3.98,,
9,2,9.79,,
9,3,3.61,,
9,4,8.1,,
9,5,3.18,,
9,6,5.89,,
9,7,8.57,,
9,8,7.76,,
9,9,3.97,,
9,10,1.49,,
9,11,7.81,,
9,12,2.44,,
9,13,3.23,,
9,14,1.23,,
9,15,5.38,,
9,16,5.28,,
9,17,8.7,,
9,18,5.67,,
9,19,9.67,,
9,20,7.05,,
9,21,8.61,,
9,22,1.05,,
9,23,4.65,,
9,24,3.51,,
9,25,1.63,,
9,26,1.35,,
9,27,1.77,,
9,28,6.17,,
9,29,8.78,,
9,30,2.15,,
9,31,7.22,,
9,32,2.08,,
9,33,5.35,,
9,34,6.77,,
9,35,2.05,,
9,36,2.8,,
9,37,5.94,,
9,38,4.03,,
9,39,2.81,,
9,40,1.63,,
9,41,3.78,,
9,42,1.78,,
9,43,2.69,,
9,44,8.91,,
9,45,4.11,,
9,46,7.44,,
9,47,5.21,,
9,48,9.91,,
9,49,3.82,,
9,50,4.59,,
9,51,5.01,,
9,52,9.97,,
9,53,3.04,,
9,54,9.7,,
9,55,3.05,,
9,56,2.05,,
9,57,8.13,,
9,58,6.25,,
9,59,2.78,,
9,60,8.12,,
9,61,3.62,,
9,62,7.23,,
9,63,4.73,,
9,64,3.52,,
9,65,6,,
9,66,8.46,,
9,67,3.35,,
9,68,7.56,,
9,69,6.92,,
9,70,9.02,,
9,71,6.91,,
9,72,7.51,,
9,73,1.34,,
9,74,7.4,,
9,75,7.3,,
9,76,6.23,,
9,77,9.12,,
9,78,3.97,,
9,79,6.53,,
9,80,7.82,,
9,81,9.45,,
9,82,2.85,,
9,83,4.58,,
9,84,5.65,,
9,85,5.84,,
9,86,7.23,,
9,87,7.44,,
9,88,7.34,,
9,89,9.86,,
9,90,5.68,,
9,91,2.39,,
9,92,8.5,,
9,93,3.67,,
9,94,7.08,,
9,95,1.95,,
9,96,8.87,,
9,97,7.55,,
